title,author,isbn,year,editorial
Tigana,Guy Gavriel Kay,9788477222897,1992,Timun Mas
Viatge A La Catalunya Vella (3ª Ed.),Josep Pla Casadevall,9788423304684,2003,Destino
Viii Premio Relatos De Mujeres Viajeras 2016,Pilar Tejera,9788460893486,2016,Autor-Editor
100 Famosos Que No Conoces,Alex Martinez Vidal,9788416670024,2016,Bridge
Cuentos Del Planeta Tierra,Arthur C. Clarke,9788440617989,1991,S.A. Ediciones B
Marea Estelar,David Brin,9788470023989,1987,Acervo
Seducela,Manuel L. Alonso,9788440631565,1992,Ediciones B
Caida De Hyperion La,Dan Simmons,9788440623096,1991,S.A. Ediciones B
La Traicion De Isengard: La Historia De El Señor De Los Anillos 2 (T. 7),J.r.r. Tolkien,9788445071564,2002,Minotauro
Todos Sobre Zanzibar,John Brunner,9788470022760,1987,Acervo
Nueva Antologia Del Disparate,Luis Diez Jimenez,9788432041976,1990,Planeta
Mala Sangre,Carmen Moreno,9788494625848,2017,Apache Libros
Fractura,Dioni Arroyo,9788494523687,2016,Apache Libros
El Libro De Mr. Wonderfuck,Pedro Ample,9788401017629,2016,Plaza & Janes Editores
Marrakech Fantasia En El Palmeral,Mauricio Wiesenthal,9788494409271,2016,Trifolium: Taller De Juan
Com Gat I Gos,Gilles Legardinier,9788466421263,2016,Columna Edicions S.A.
Textos Huerfanos,Enrique Jardiel Poncela,9788416750320,2017,Berenice
Primer Viaje En Torno Del Globo,Antonio Pigafetta,9788475970516,1988,Grech
Dos Viajes A El Cairo,Jaime Sanchez Ratia,9788492241842,1997,La Mata Negra
En Silencio,David Ouimet,9788445008454,2020,Minotauro
Rumbo A La Habana,Jose Antonio Solis,9788495637048,2001,S.L. El Arca De Papel Editores
Museo Del Divorcio,Roman Piña Valls,9788493250218,2002,La Guantera (La Bolsa De Pipas)
El Puente De Mahoma,Pep Coll,9788495744173,2001,Barrabes Editorial
Apuntes De La Habana,Agustin Garcia Simon,9788481831207,2002,Ambito
Jo Jo Jo,Abel Amutxategi,9788494721397,2017,El Transbordador
De Aqui Para Alla,Hebe Uhart,9788415851905,2017,Adriana Hidalgo Editora
Caja Exclusiva: El Libro De Sarah (2 Libros + Taza + Chapa + Iman + Marcapaginas + Poster),Vicente Garcia,9788416961603,2017,Dolmen Editorial
Un Astronauta Perfecto,Hilario J. Rodriguez,9788494595189,2017,Micromegas
Exilio De Sharra El,Marion Zimmer Bradley,9788440620514,1991,S.A. Ediciones B
Planeta De Exilio,Ursula K. Le Guin,9788435022118,1989,Edhasa
La Guerra De Las Salamandras,Karel Capek,9788475173214,1991,Hiperion
Historias Del Crepusculo Y De Lo Desconocido,Arthur Conan Doyle,9788477021018,2005,Valdemar
El Rin,Victor Hugo,9788475842738,1995,Laertes
Territorio Lovecraft,Matt Ruff,9788423355082,2019,Destino
Cuentecillos Y Otras Alteraciones,Jorge Timossi,9788479601805,1997,Ediciones De La Torre
Historias De Ansalon,Margaret Weis,9788448030599,1997,Timun Mas
Viajes Por Europa,Manuel Izquierdo,9788477312383,0,Endymion
Tanis El Semielfo: Preludios De La Dragonlance. 2 Trilogia (Vol. 3),Barbara Siegel,9788448030513,1999,Timun Mas
El Efecto Practica,David Brin,9788440672179,1997,Ediciones B
Viajes Por Europa (Vol. 1),Manuel Izquierdo Esteban,9788477312390,1996,Endymion
Flint Rey De Los Gullys: Preludios De La Gragonlance. 2 Trilogia (Vol. 2),Douglas Niles,9788448030506,1999,Timun Mas
El Retorno De Merlin,Deepak Chopra,9788427021525,1996,Martinez Roca
Aqui Hay Mucho Cuento,Pedro Ruiz,9788492058099,1996,Afanias
Humaliens: Ellos Llevan Siglos Entre Nosotros,Pablo Martin Tharrats,9788468519876,2018,Bubok Publishing
Dioses Fantasmas O Demonios,Jesus Gordillo,9788494770159,2018,El Transbordador
Islandia Revolucion Bajo El Volcan,Xavier Moret,9788494725999,2021,Tushita Edicions
Enemigos Del Sistema (Nebulae Nº 49),Brian W. Aldiss,9788435020763,2006,Edhasa
Recuerdos De Italia,Emilio Castelar y Ripoll,9788496633032,2006,Nausicaa
Las Voces Antiguas,Alejandro Lopez Andrada,9788482180052,1994,Vosa
La Pantera De Les Neus,Sylvain Tesson,9788418197420,2021,Angle
Apocalipsis,Nancy Springer,9788473866750,1992,Ultramar Editores Sa
Conan El Guerrero,Robert E. Howard,9788427020818,1996,Martinez Roca
El Misterio Del Nilo   (Lonely Planet),Richard Bangs,9788408068204,2006,Planeta
Vicio Y Virtud (Mundo De Tinieblas. Vampiro El Requiem Iii),Greg Stolze,9788498002461,2006,La Factoria De Ideas
Siete Viajes A Paises Extraordinarios,Jorge Sanchez,9788498270341,2006,Dilema
Mis Viajes Por Europa: Suiza Dinamarca Suecia,Carme Burgos Segui,9788496114418,2006,Nausicaa
Fuego Elemental,Martha Wells,9788496173651,2006,Bibliopolis
Una Isla En Las Montañas,Jesus Jimenez,9788493422301,2006,Abedul Ediciones
Zaragoza,Jose Luis Cano,9788493403836,2006,Media Vaca
La Voz Maligna,Vernon Lee,9788493462567,2006,Atalanta
Privilegio De La Espada,Ellen Kushner,9788496173644,2006,Bibliopolis
Obra Completa Ii: Las Peregrinaciones A Santiago Y San Salvador ( Vol. I),Juan Uria Riu,9788483175477,2006,Universidad De Oviedo
Obra Completa Ii: Las Peregrinaciones A Santiago Y San Salvador ( Vol. Ii),Juan Uria Riu,9788483175811,2006,Universidad De Oviedo
Murcielagos,Gustav Meyrink,9788496196667,2006,Abraxas
Inversiones,Iain M. Banks,9788498002720,2006,La Factoria De Ideas
Las Islas Del Rey Salomon: En Busca De La Tierra Austral,Luis Pancorbo,9788475845852,2006,Laertes
Libros De Sangre. Vol. 1,Clive Barker,9788498002959,2006,La Factoria De Ideas
El Rumor De La Frontera: Viaje Por El Borde Entre Estados Unidos Y Mexico,Alfonso Armada,9788483077368,2006,Peninsula
El Atom S-2 (La Saga De Los Aznar),George H. White,9788495820730,2013,Silente
La Gran Necropolis,Juan Ignacio Ferreras,9788493416690,2006,La Biblioteca Del Laberinto
Historia Y Naturaleza Del Periodismo De Viajes,Pedro Eduardo Rivas Nieto,9788478133062,2013,Miraguano
La Llama Negra,Stanley G. Weinbaum,9788493416669,2006,La Biblioteca Del Laberinto
Presente En Una Ejecucion Y Otras Historias De Fantasmas,Ambrose Bierce,9788496374362,2006,Artemisa Ediciones
Señalame Un Imbecil Y Me Enamoro,Noe Martinez,9788493388867,2005,Ezaro
Jet Lag: Aventures I Ensurts A 9000 Metres D Altura,Francesc Miralles,9788496201781,2006,Ara Llibres
Mozart En El Seu Viatge A Praga,Eduard Morike,9788429758726,2006,Edicions 62
A Peu Per Arago,Josep M. Espinas,9788495616760,2006,La Campana
Mejores Anecdotas Humoristicas,Samuel Red,9788479278670,2006,Robinbook
La Trilogia Final: Y El Mundo Temblo (La Saga De Los Aznar),George H. White,9788495820952,2013,Silente
Caminos De Guadalajara. Rios Cruces Y Piedras,Jose Ramon de Urioste,9788496236844,2006,Aache
La Isla De Pascua Y Otros Viajes,Pierre Loti,9788496196612,2006,Abraxas
Tarzan El Magnifico (Tarzan 21),Edgar Rice Burroughs,9788435031202,2007,Edhasa
La Muerte De Los Reyes (Saga De Crimenes Y Misterios Shakespearea Nos),Philip Gooden,9788496423183,2005,Jaguar
Ciudad Infernal,Edward Lee,9788498002348,2006,La Factoria De Ideas
El Museo Del Perro,Jonathan Carroll,9788498002010,2006,La Factoria De Ideas
Elantris,Brandon Sanderson,9788466624237,2006,S.A. Ediciones B
Borgoña Perdida,Mary Gentle,9788498001655,2006,La Factoria De Ideas
Oceanico,Greg Egan,9789872209001,2005,Cuasar
Enano Rojo: Mejor Que La Vida,Grant Naylor,9788496013209,2005,Ajec
El Viaje En La Antiguedad: Antologia,Fernando Lillo Redonet,9788495314413,2005,Tilde
El Fantasma De Canterville Y Otros Cuentos,Oscar Wilde,9789500306102,2016,Losada
La Semana Santa En Sevilla (1927),Jerome Tharaud,9788496133457,2005,Espuela De Plata
El Guardian Del Miedo,Tony Jimenez,9788494625862,2017,Apache Libros
Cuerpo (Memorias De Harleck Iii),Roger Peruga,9788492472550,2017,Marlow
¡Esto Es Calcuta!: Viaje A Bengala Occidental,Ana Maria Briongos,9788466627450,2006,S.A. Ediciones B
El Yermo De Aiel (Saga La Rueda Del Tiempo 8),Robert Jordan,9788448034542,2005,Timun Mas
A Pie Por Galicia: De La Ulloa A Val De Camba,Josep Maria Espinas,9788435019101,2005,Edhasa
Ven Y Enloquece Y Otros Cuentos De Marcianos (Ciencia Ficcion Com Pleta 1),Fredric Brown,9788496208032,2005,Gigamesh
En Tierra Cruenta,Patricia Flores Figueroa,9788445075432,2005,Minotauro
Cronica De America,Tico Medina,9788446500407,1994,Bitacora
La Nave Fantasma,Diane Carey,9788425321511,1993,Grijalbo
Felicidad En La Mar (2ª Ed.),France Guillain,9788426115201,1981,Juventud
Victoria En Solitario (3ª Ed.),Eric Tabarly,9788426107305,1981,Juventud
Cosas Mias,Jose Luis Coll,9788495963659,2013,C.B. Alfonsipolis
Viaje A Egipto Palestina Y Siria (1927-1928): Cartas A Don Migue L Asin Palacios,Emilio Garcia Gomez,9788495983961,2007,Real Academia De La Historia
Viajeras A La Habana,Isabel Segura Soriano,9788495623638,2008,Meteora
Viaje Al Corazon De China: En El Vientre Del Dragon,Vicenta Cobo,9788497634502,2007,Nowtilus
Hombres Paisajes Y Montañas,Daniel Bidaurreta Olza,9788482162935,2008,Sua Edizioak
El Imperio Contra Dios,Andres Sanchez Diaz,9788496554313,2007,Equipo Sirius
Xvii Premio Upc,Miquel Barcelo,9788466637848,2008,S.A. Ediciones B
La Polla Mas Grande Del Mundo Y Otros 69 Cuentos,Patxi Irurzun,9788496687462,2007,Baile Del Sol
En La Patagonia,Bruce Chatwin,9788483078044,2007,Peninsula
Viaje Al Corazon De La Sed,Fred Pearce,9788495744890,2007,Barrabes Editorial
Nicho De Reyes. La Tierra Del Dragon I,Tobias Grumm,9788496554337,2009,Equipo Sirius
La Frontera Que Nunca Existio,Alonso de la Torre,9788498520439,2007,Editora Regional De Extremadura
Gran Encicopledia De Aragon Preta,Joaquin Carbonell,9788493239282,2008,Ino-Reproducciones
Wc Del Mundo,Morna E. Gregory,9788449436277,2007,Oceano
La Leyenda De La Piedra,Barry Hughart,9788498890020,2008,Alamut Ediciones
Sintagma: Y Otros Textos De Ciencia Ficcion,Juan Ignacio Ferreras,9788493540753,2007,La Biblioteca Del Laberinto
El Humor Como Muleta,Paco Aguilar,9788496806313,2008,Alcala Grupo Editorial
Diario Del Viaje A Moscovia,A.l. Ed. Encinas,9788478133246,2013,Miraguano
El Niño Marciano,David Gerrold,9788496013308,2007,Ajec
Hacia Atras,Rob Grant,9788496013414,2008,Ajec
Memorias Difusas De Isidro Blanco (Premio Nostromo 2007),Gonzalo Guijarro,9788426136633,2007,Juventud
Europeus En Extincio,Karl-Markus Gauss,9788495987525,2007,Simbol
Luna Llena En Medoune,Juan Luis Oliva de Suelves,9788435039871,2008,Edhasa
El Pozo De Las Tramas Perdidas,Jasper Fforde,9788466636773,2008,S.A. Ediciones B
La Llarga Caminada,Slavomir Rawicz,9788495987556,2007,Simbol
El Final,Jorge M. Mateu,9788484546726,2008,Club Universitario
Flores De Metal,Lola Robles,9788496554160,2007,Equipo Sirius
La Maldicion,Dan Chartier,9788493575571,2008,Star
El Ultimo Dragon,Tobias Grumm,9788496554344,2007,Equipo Sirius
Sombras De Honor,Guillem Sanchez Gomez,9788496554429,2008,Equipo Sirius
El Universo De Al Lado,Eduardo Del Llano,9788493563554,2007,Salto De Pagina
Descripcion Del Egipto Otomano,Pablo Martin Asuero,9788478133079,2013,Miraguano
El Cuarto Reich,Rafael Fernandez Rosa,9788496013322,2007,Ajec
Cronica De Un Viaje Al Sur De Sahara,Alberto Masegosa,9788483193181,2007,La Catarata (Asociacion Los Libros De La Catarata)
Vanitas Vanitatis. Satiras Del Poder Y La Fama,Paco Obrer,9788487302572,2013,Amargord
Viaje Por Andalucia,Jean-Baptiste Labat,9788484723325,2007,Renacimiento
Ruta Aragonesa De Santiago : El Peregrino De Y Su Sombra,Antonio Serrano Nicolas,9788496806009,2007,Alcala Grupo Editorial
La Pedra D Omari,Marta Viladot Santalo,9788497913713,2008,Cossetania
El Dios De Los Mutilados,Claudio Jose Cerdan Reina,9788496554368,2008,Equipo Sirius
Nectar En Un Tamiz,Kamala Markandaya,9788493555153,2007,El Viento
Kadingir El Senyor De Zapp,Joan Llongueras,9788496791084,2007,Roca Editorial De Libros
Sillmarem Libro I: Gambito De Dama,Gabriel Guerrero Gomez,9788496554139,2007,Equipo Sirius
Un Mundo Devastado,Brian W. Aldiss,9788435020794,2007,Edhasa
El Corazon De Tramorea (Tetralogia La Espada De Fuego 4),Javier Negrete,9788445078297,2011,Minotauro
Siete Viajes A Islas Extraordinarias,Jorge Sanchez,9788498270730,2007,Dilema
A Cielo Abierto : Del Mediterraneo Al Cantabrico Con Mochila,Antonio Serrano Nicolas,9788496806030,2007,Alcala Grupo Editorial
Seis Barbas De Besugo Y Otros Caprichos,Ramon Gomez de la Serna,9788493403881,2007,Media Vaca
Como Viento Para Las Espigas.,Javier Gimeno,9788484545828,2007,Club Universitario
Saludos Desde Los Medios,Esteban,9788496633292,2007,Nausicaa
Relatos De Viajes. Miradas De Mujeres,Maria Del Mar Gallego Duran,9788478982400,2007,Alfar
Per L Africa De L Indic: Kenya Tanzania Botswana Zimbabwe I Ab Issinia,Joaquim Maluquer I Sostres,9788484379119,2007,Edicions Proa S.A
Marca De Fuego,Daniel Bilbao,9788483746271,2007,Huerga Y Fierro Editores
Viajando Con Evo: Tras Los Cocaleros Bolivianos,Paolo Fattori,9788475846033,2007,Laertes
El Rapto De Juan Treshuevos,Salvador Soler Campos,9788484546092,2007,Club Universitario
Perdidos : Identidad Secreta,Cathy Hapka,9788493537036,2007,Dolmen Books
Oker Ttiki Garrantzigabeak,Antonio Tabucchi,9788496643543,2007,Alberdania
La Reina De Saba,Andre Malraux,9788483077771,2007,Peninsula
Sandelobos,Diego Carrasco Lopez,9788484546115,2007,Club Universitario
Porto Pimeko Dama,Antonio Tabucchi,9788496643536,2007,Alberdania
Andreadoria Tm,Pere Puigdomenech,9788437067056,2007,Universitat De Valencia. Servei De Publicacions
Tu Y Solo Tu,Maria Jose Ivars Ivorra,9788484545699,2007,Club Universitario
Detras De La Montaña.,Juan Jose Fernandez Cano,9788484546252,2007,Club Universitario
Manual Para Viajeros Por España Y Lectores En Casa: Pais Vasco A Ragon Y Navarra (2ª Ed.),Richard Ford,9788475068695,2008,Turner
Divisa De Antolio,Jose Rivero Vivas,9788496687516,2008,Baile Del Sol
La Llamada De La Luna,Patricia Briggs,9788492461073,2008,Nabla Ediciones
Cronicas Ibericas: Tras Los Pasos De George Borrow Vendedor De Bi Blias En El Siglo Xix,David Fernandez de Castro,9788493622015,2008,Altair S.A.
Manual Para Viajeros Por España Y Lectores En Casa: Observaciones Generales,Richard Ford,9788475068596,2008,Turner
Amanecer De Hierro,Charles Stross,9788498003147,2007,La Factoria De Ideas
El Guerrero Heredero,Cinda Williams Chima,9788492431403,2008,Viamagna Ediciones
Atolon,Carlos Thomas,9788474861976,2008,Noray
Cronicas Extravagantes,Aquilino Duque Gimeno,9788474909319,2008,Encuentro
El Teatro Secreto,Victor Conde,9788496662445,2008,Parnaso
Circulos,Carlos Fajardo Ricoma,9788479480912,2013,La Tempestad
Orcos,Stan Nicholls,9788492472048,2008,Marlow
Estuche Moore,Christopher Moore,9788498004281,2008,La Factoria De Ideas
La Princesa Del Pirineo (2ª Ed),Miguel Gracia Santuy,9788484547327,2008,Club Universitario
Seducida Por La Luz De La Luna,Laurell K. Hamilton,9788492461158,2008,Nabla Ediciones
El Eclipse De Los Sueños,Francisco Campos Rojo,9788493666248,2008,Alfama Editorial
Las Huellas Del Diablo,John Burnside,9788426416940,2009,Lumen
El Valle De La Creacion,Edmond Hamilton,9788420683096,2008,Alianza Editorial
Manual Para Viajeros Por España Y Lectores En Casa: Murcia Valen Cia Y Cataluña (2ª Ed.),Richard Ford,9788475068602,2008,Turner
La Finestra Oberta I Altres Contes Fantastics D Hu,Saki,9788475846378,2008,Laertes
Tractat De Geografia,A Cura D Isidor Consul,9788497873321,2008,Empuries
El Primer Lunes De Noviembre,Juan Carlos Padilla Estrada,9788484547402,2008,Club Universitario
Tarzan Y El Loco (Xxiii),Edgar Rice Burroughs,9788435031226,2009,Edhasa
Siete Grandes Cuentos Fantasticos: Una Semana De Buena Lectura,Graciela Gliemmo,9789876140645,2008,Capital Intelectual
Historias Secretas De Birmania: A La Sombra De George Orwell,Emma Larkin,9788493622022,2008,Altair S.A.
Sillmarem (Libro Ii: Torre Por Alfil),Gabriel Guerrero Gomez,9788496554443,2008,Equipo Sirius
Cuentos Completos. (Prologo Traduccion Y Notas De Julio Cortazar,Edgar Allan Poe,9788493669126,2008,Augur Libros
Me Juego Las Nubes: El Significado De Un Trono,Salvadora Lopez Ramis,9788496621947,2009,Atlantis
Estirpe De Reyes,Raymond E. Feist,9788498003949,2008,La Factoria De Ideas
Medianoche En La Avenida De La Fe,Gina B. Nahai,9788492475131,2008,El Anden
Manual Para Viajeros Y Lectores Por España Y Lectores En Casa: Ex Tremadura Y Leon,Richard Ford,9788475068657,2009,Turner
Manual Para Viajeros Y Lectores En Casa: Andalucia,Richard Ford,9788475068572,2008,Turner
Reverte. Un Aventurero Amazanas,Alejandro Bescos,9788496081727,0,Aqua
Manual Para Viajeros Y Lectores En Casa: Madrid Y Castilla,Richard Ford,9788475068589,2008,Turner
Cantos De Sucubo,Richelle Mead,9788492461240,2009,Nabla Ediciones
Naturaleza Muerta,Victor Conde,9788493599386,2009,Dolmen Books
Tres Años En El Congo,Theodore Westmark,9788496964402,2009,El Viento
Vertical Y Horizontal,Andres Botella,9788484547372,2009,Club Universitario
El Tapiz Del Vampiro,Suzy Mckee Charnas,9788498890211,2009,Alamut Ediciones
Bajo El Sol,Guy de Maupassant,9788493641184,2009,Marbot
Heroes Malditos I: El Despertar De Las Almas Errantes,Alfonso Cea,9788493648817,2008,Mundos Epicos
Nocturna (Trilogia De La Oscuridad I) (Catalan),Guillermo Del Toro,9788483651476,2009,Suma
Ubik (7ª Ed.),Philip K. Dick,9788498004915,2009,La Factoria De Ideas
La Luz Del Infinito,Jose Antonio Suarez,9788496554382,2009,Equipo Sirius
Relatos Para Leer En Noches De Luna: Seleccion De Relatos Fantast Icos Misteriosos Y De Terror. Homenaje A Edgar Allan Poe (1809-2009),Gustavo Adolfo Becquer,9788493603588,2009,Covarrubias Ediciones
El Rojo,Kegel Bernhard,9788408086826,2009,Planeta
Compuesta Muerta Y Sin Novio,Kimberly Raye,9788492461325,2009,Nabla Ediciones
Bajo La Influencia,Daniel Miñano,9788496013551,2008,Ajec
En El Reino De Las Mujeres: Las Andanzas De Un Aventurero En El T Ibet,Irene Frain,9788420651804,2009,Alianza Editorial
Alma De Payaso,Maria Carmen Criado Yague,9788484546757,2009,Club Universitario
Souvenirs De Emily Nudd Mitchell-Postales,Emily Nudd Mitchell,9788492719006,2009,Demipage
Al Polo Norte En Avion,Roald Amundsen,9788493695002,2008,Interfolio
La Guardiana 2,Tanya Huff,9788492461332,2009,Nabla Ediciones
Viaje A Los Paises Del Algodon: Pequeño Tratado De Mundializacion,Erik Orsenna,9788475846316,2009,Laertes
El Espejo De Bronce,Delia Sherman,9788496173880,2009,Bibliopolis
Animas Al Alba,Amanda Vazquez,9788492461271,2009,Nabla Ediciones
A Traves De La España Oculta,Jesus Avila Granados,9788492510085,2009,Aladena
La Aventura Ultramarina De Flora Van Meerck,Maria Teresa Arias Bautista,9788496980549,2009,Arcibel Editores
Tinta (El Libro De Todas Las Horas 2),Hal Duncan,9788498004588,2009,La Factoria De Ideas
Brasyl,Ian Mcdonald,9788498004656,2009,La Factoria De Ideas
Los Colores Del Miedo,Paula Carballeira,9788493671051,2009,Palabras Del Candil S.L
La Esfera Negra,Manuel Trigo,9788493618452,2012,Absalon
El Honor De La Reina,David Weber,9788498006360,2010,La Factoria De Ideas
Sevilla Sonriente,Julio Martinez Velasco,9788492868186,2010,Jirones De Azul
Los Relojes De Alestes,Victor Conde,9788496013971,2010,Ajec
Las Graves Planicies,Antonio Santos,9788496013506,2011,Ajec
La Mejores Frases De Humor,Samuel Red,9788499170992,2011,Robinbook
Lucky Starr 1,Isaac Asimov,9788498890563,2010,Alamut Ediciones
Los Viajes De Joenes,Robert Sheckley,9788496173538,2010,Bibliopolis
Eromenaren Mendietan,H.p. Lovecraft,9788498682465,2010,Alberdania
Mis Andanzas Por Europa,Charles Chaplin,9788493742911,2010,Evohe
Wicked Game: Sexo Sangre Y Rocknroll,Jeri Smith-Ready,9788492929320,2011,Versatil
El Elegido: Batalla Entre Clanes,Alvaro Ganuza,9788415160281,2011,Eride
Robert Louis Stevenson: De Escocia A Los Mares Del Sur,Nicholas Rankin,9788432314315,2010,Siglo Xxi
Suegras: Retratos Breves Sobre El Gran Enemigo,Anton Castro,9788493850500,2010,Nuevos Rumbos Ediciones
Sacrificio Solar,Raul Peña Nalda,9788415177074,2011,Espuela De Plata
Hijos Del Dios Oso: Las Aventuras De Preste Juan Vol. 2,Norvell W Page,9788492492473,2011,La Biblioteca Del Laberinto
Vientos De Llama: Las Aventuras De Preste Juan Vol. 1,Norvell W Page,9788492492466,2011,La Biblioteca Del Laberinto
De Ciudad En Ciudad: Sombras Y Huellas,Nedim Gürsel,9788420652597,2011,Alianza Editorial
Nocturno Belfegor,Antonio Malpica Cuello,9786074003109,2011,Oceano
Codi Genetic,Amalia Lafuente,9788499302225,2010,Labutxaca
Eromenaren Mendietan,H.p. Lovecraft,9788497839525,2010,Elkarlanean S.L.
